hgnc_id,is_active
HGNC:881,TRUE
HGNC:15471,TRUE
HGNC:412,TRUE
HGNC:28114,TRUE
HGNC:9722,TRUE
HGNC:414,TRUE
HGNC:415,TRUE
HGNC:416,TRUE
HGNC:417,TRUE
HGNC:418,TRUE
HGNC:18294,TRUE
HGNC:33721,TRUE
HGNC:37258,TRUE
HGNC:44372,TRUE
HGNC:44374,TRUE
HGNC:44375,TRUE
HGNC:44376,TRUE
HGNC:44377,TRUE
HGNC:44378,TRUE
HGNC:44379,TRUE
HGNC:44380,TRUE
HGNC:44381,TRUE
HGNC:44382,TRUE
HGNC:44383,TRUE
HGNC:44384,TRUE
HGNC:23159,TRUE
HGNC:23056,TRUE
HGNC:45159,TRUE
HGNC:20266,TRUE
HGNC:23157,TRUE
HGNC:23161,TRUE
HGNC:15672,TRUE
HGNC:41409,TRUE
HGNC:23162,TRUE
HGNC:31088,TRUE
HGNC:32456,TRUE
HGNC:19358,TRUE
HGNC:30881,TRUE
HGNC:41277,TRUE
HGNC:28287,TRUE
HGNC:41192,TRUE
HGNC:427,TRUE
HGNC:33775,TRUE
HGNC:27683,TRUE
HGNC:17911,TRUE
HGNC:32487,TRUE
HGNC:30141,TRUE
HGNC:48670,TRUE
HGNC:21900,TRUE
HGNC:25996,TRUE
HGNC:28243,TRUE
HGNC:21306,TRUE
HGNC:25189,TRUE
HGNC:17377,TRUE
HGNC:428,TRUE
HGNC:41305,TRUE
HGNC:29586,TRUE
HGNC:435,TRUE
HGNC:436,TRUE
HGNC:429,TRUE
HGNC:51342,TRUE
HGNC:430,TRUE
HGNC:431,TRUE
HGNC:432,TRUE
HGNC:433,TRUE
HGNC:434,TRUE
HGNC:13742,TRUE
HGNC:39027,TRUE
HGNC:13743,TRUE
HGNC:44238,TRUE
HGNC:441,TRUE
HGNC:437,TRUE
HGNC:20917,TRUE
HGNC:20565,TRUE
HGNC:17574,TRUE
HGNC:438,TRUE
HGNC:439,TRUE
HGNC:14016,TRUE
HGNC:443,TRUE
HGNC:20605,TRUE
HGNC:1494,TRUE
HGNC:449,TRUE
HGNC:450,TRUE
HGNC:19071,TRUE
HGNC:451,TRUE
HGNC:452,TRUE
HGNC:453,TRUE
HGNC:25990,TRUE
HGNC:457,TRUE
HGNC:44898,TRUE
HGNC:460,TRUE
HGNC:51608,TRUE
HGNC:51609,TRUE
HGNC:28577,TRUE
HGNC:24262,TRUE
HGNC:461,TRUE
HGNC:462,TRUE
HGNC:26837,TRUE
HGNC:26360,TRUE
HGNC:26771,TRUE
HGNC:463,TRUE
HGNC:464,TRUE
HGNC:465,TRUE
HGNC:20824,TRUE
HGNC:24073,TRUE
HGNC:24075,TRUE
HGNC:466,TRUE
HGNC:467,TRUE
HGNC:41306,TRUE
HGNC:28658,TRUE
HGNC:39809,TRUE
HGNC:14604,TRUE
HGNC:27281,TRUE
HGNC:17810,TRUE
HGNC:17811,TRUE
HGNC:17812,TRUE
HGNC:468,TRUE
HGNC:469,TRUE
HGNC:470,TRUE
HGNC:471,TRUE
HGNC:473,TRUE
HGNC:33188,TRUE
HGNC:474,TRUE
HGNC:475,TRUE
HGNC:476,TRUE
HGNC:477,TRUE
HGNC:478,TRUE
HGNC:479,TRUE
HGNC:22231,TRUE
HGNC:28041,TRUE
HGNC:26491,TRUE
HGNC:38072,TRUE
HGNC:54911,TRUE
HGNC:19988,TRUE
HGNC:44150,TRUE
HGNC:54708,TRUE
HGNC:54709,TRUE
HGNC:54710,TRUE
HGNC:54711,TRUE
HGNC:54712,TRUE
HGNC:19989,TRUE
HGNC:19990,TRUE
HGNC:15713,TRUE
HGNC:17380,TRUE
HGNC:24077,TRUE
HGNC:33976,TRUE
HGNC:14452,TRUE
HGNC:24540,TRUE
HGNC:24531,TRUE
HGNC:54888,TRUE
HGNC:54889,TRUE
HGNC:26976,TRUE
HGNC:482,TRUE
HGNC:483,TRUE
HGNC:19961,TRUE
HGNC:30534,TRUE
HGNC:484,TRUE
HGNC:485,TRUE
HGNC:487,TRUE
HGNC:489,TRUE
HGNC:490,TRUE
HGNC:491,TRUE
HGNC:16039,TRUE
HGNC:19705,TRUE
HGNC:23140,TRUE
HGNC:24078,TRUE
HGNC:24933,TRUE
HGNC:40024,TRUE
HGNC:492,TRUE
HGNC:493,TRUE
HGNC:40076,TRUE
HGNC:494,TRUE
HGNC:54102,TRUE
HGNC:26350,TRUE
HGNC:28002,TRUE
HGNC:32525,TRUE
HGNC:15803,TRUE
HGNC:26766,TRUE
HGNC:20763,TRUE
HGNC:15492,TRUE
HGNC:55234,TRUE
HGNC:24714,TRUE
HGNC:55564,TRUE
HGNC:33530,TRUE
HGNC:22215,TRUE
HGNC:21027,TRUE
HGNC:26812,TRUE
HGNC:29101,TRUE
HGNC:20987,TRUE
HGNC:25370,TRUE
HGNC:13208,TRUE
HGNC:15819,TRUE
HGNC:495,TRUE
HGNC:17280,TRUE
HGNC:18588,TRUE
HGNC:20096,TRUE
HGNC:20265,TRUE
HGNC:39891,TRUE
HGNC:21316,TRUE
HGNC:54737,TRUE
HGNC:54738,TRUE
HGNC:29135,TRUE
HGNC:21268,TRUE
HGNC:26363,TRUE
HGNC:25374,TRUE
HGNC:27880,TRUE
HGNC:23471,TRUE
HGNC:23575,TRUE
HGNC:55556,TRUE
HGNC:23643,TRUE
HGNC:23644,TRUE
HGNC:43601,TRUE
HGNC:28016,TRUE
HGNC:43609,TRUE
HGNC:56404,TRUE
HGNC:22567,TRUE
HGNC:23665,TRUE
HGNC:31979,TRUE
HGNC:31981,TRUE
HGNC:31982,TRUE
HGNC:33833,TRUE
HGNC:37714,TRUE
HGNC:31980,TRUE
HGNC:23666,TRUE
HGNC:42023,TRUE
HGNC:39707,TRUE
HGNC:42024,TRUE
HGNC:43603,TRUE
HGNC:43604,TRUE
HGNC:43605,TRUE
HGNC:43606,TRUE
HGNC:43607,TRUE
HGNC:43608,TRUE
HGNC:23756,TRUE
HGNC:42737,TRUE
HGNC:32319,TRUE
HGNC:52329,TRUE
HGNC:28321,TRUE
HGNC:24470,TRUE
HGNC:29424,TRUE
HGNC:29186,TRUE
HGNC:32955,TRUE
HGNC:39687,TRUE
HGNC:39689,TRUE
HGNC:39690,TRUE
HGNC:25310,TRUE
HGNC:29024,TRUE
HGNC:27110,TRUE
HGNC:17234,TRUE
HGNC:24165,TRUE
HGNC:35167,TRUE
HGNC:19722,TRUE
HGNC:16620,TRUE
HGNC:27873,TRUE
HGNC:26853,TRUE
HGNC:13788,TRUE
